the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.94047756525143 40.83082971831237),1,Manhattan,112,7,71,31,13,MN01428,NW,EDGECOMBE AV,W 155 ST,-73.940479,40.830838,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96791755788553 40.802795724847705),1,Manhattan,107,6,69,30,12,MN01429,SW,BROADWAY,W 108 ST,-73.967919,40.802804,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95590756147476 40.81364672186834),1,Manhattan,109,7,70,30,13,MN01430,NE,AMSTERDAM AV,W 125 ST,-73.955909,40.813655,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94781456602075 40.77110372981978),1,Manhattan,108,5,76,28,12,MN01434,SW,E 80 ST,EAST END AV,-73.947816,40.771112,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94781456591421 40.7748117295867),1,Manhattan,108,5,76,28,12,MN01436,NE,YORK AV,E 84 ST,-73.947816,40.77482,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99268155565804 40.71271874319448),1,Manhattan,103,1,65,27,10,MN01447,NW,PIKE ST,MADISON ST,-73.992683,40.712727,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94929356454669 40.8022857240262),1,Manhattan,110,9,70,30,13,MN01477,NE,MALCOLM X BLVD,W 116 ST,-73.949295,40.802294,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93597256759863 40.825553719438155),1,Manhattan,110,9,71,30,13,MN01478,NE,ADAM CLAYTON POWELL BLVD,W 151 ST,-73.935974,40.825562,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98086155697557 40.7590837334078),1,Manhattan,105,4,75,28,12,MN01481,SE,6 AV,W 49 ST,-73.980863,40.759092,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96987656147223 40.74804573503392),1,Manhattan,106,4,74,59,12,MN01483,NE,E 41 ST,1 AV,-73.969878,40.748054,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91811657094367 40.8640037104972),1,Manhattan,112,10,72,31,13,MN01484,SE,W 207 ST,10 AV,-73.918118,40.864012,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91815357035502 40.86402371051364),1,Manhattan,112,10,72,31,13,MN01485,SE,W 207 ST,10 AV,-73.918155,40.864032,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91859757051604 40.86443171056211),1,Manhattan,112,10,72,31,13,MN01486,NE,W 207 ST,10 AV,-73.918599,40.86444,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.91863457015963 40.864455711298746),1,Manhattan,112,10,72,31,13,MN01487,NE,W 207 ST,10 AV,-73.918636,40.864464,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93927456702426 40.81065772248245),1,Manhattan,110,9,70,30,13,MN01488,SW,5 AV,W 132 ST,-73.939276,40.810666,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9866955561553 40.733672738726874),1,Manhattan,106,2,74,59,10,MN01492,NE,3 AV,E 14 ST,-73.986697,40.733681,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98973255492498 40.733809738572184),1,Manhattan,103,2,66,27,10,MN01493,NE,4 AV,E 13 ST,-73.989734,40.733818,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.943716563452 40.838814716475845),1,Manhattan,112,7,71,31,13,MN01494,SW,FT Washington Av,W 164 ST,-73.943718,40.838823,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98408755648286 40.74928873584478),1,Manhattan,105,4,75,28,12,MN01495,NW,5 Av,W 35 St,-73.984089,40.749297,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98268755613859 40.751209735462425),1,Manhattan,105,4,75,28,12,MN01498,NW,5 Av,W 38 St,-73.982689,40.751218,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9824755563488 40.75142473518752),1,Manhattan,105,4,75,28,12,MN01499,SW,5 Av,W 39 St,-73.982477,40.751433,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98005655808284 40.74282273652626),1,Manhattan,106,2,74,59,12,MN0150,NE,3 AV,E 29 ST,-73.980058,40.742831,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98231955666581 40.75171473544459),1,Manhattan,105,4,75,28,12,MN01500,NW,5 Av,W 39 St,-73.982321,40.751723,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98024955768553 40.7545547342053),1,Manhattan,105,4,75,28,12,MN01503,SW,5 Av,W 44 St,-73.980251,40.754563,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97811755829606 40.75746573361661),1,Manhattan,105,4,75,28,12,MN01504,NW,5 Av,W 48 St,-73.978119,40.757474,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9776345582207 40.75813373360506),1,Manhattan,105,4,75,28,12,MN01506,NW,5 Av,W 49 St,-73.977636,40.758142,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9765775577888 40.75957773340136),1,Manhattan,105,4,75,28,12,MN01512,SW,5 Av,W 52 St,-73.976579,40.759586,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97614555808023 40.76017573297225),1,Manhattan,105,4,75,28,12,MN01514,NW,5 Av,W 52 St,-73.976147,40.760184,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97537055801307 40.76125473280441),1,Manhattan,105,4,75,28,12,MN01515,NW,5 Av,W 54 St,-73.975372,40.761263,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97384755923909 40.76333973299152),1,Manhattan,105,4,75,28,12,MN01519,SW,5 Av,W 58 St,-73.973849,40.763348,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97843855811561 40.7459477363878),1,Manhattan,106,2,73,59,12,MN0153,NW,E 34 ST,3 AV,-73.97844,40.745956,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98870555540498 40.74105373780253),1,Manhattan,105,2,74,28,12,MN01534,SE,E 23 ST,BROADWAY,-73.988707,40.741062,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9795185568341 40.7555617344194),1,Manhattan,105,4,75,28,12,MN01536,NW,5 Av,W 45 St,-73.97952,40.75557,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97928055743635 40.755890734674104),1,Manhattan,105,4,75,28,12,MN01537,SW,5 Av,W 46 St,-73.979282,40.755899,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97636755873478 40.74789473548989),1,Manhattan,106,4,73,59,12,MN0154,NE,3 AV,E 37 ST,-73.976369,40.747903,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95863256106023 40.81484972175275),1,Manhattan,109,7,69,30,13,MN01548,SE,Broadway,TIEMANN PL,-73.958634,40.814858,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99730355469009 40.71210074369289),1,Manhattan,103,1,65,27,10,MN01549,NW,MADISON ST,CATHERINE ST,-73.997305,40.712109,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.92855156687838 40.86471471072356),1,Manhattan,112,10,72,31,13,MN01550,NE,BROADWAY,ARDEN ST,-73.928553,40.864723,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98359655602528 40.76116673353054),1,Manhattan,105,4,75,28,12,MN01554,SW,W 50 ST,7 AV,-73.983598,40.761175,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96808656120689 40.7592227331524),1,Manhattan,106,4,73,28,12,MN01559,NE,3 AV,E 55 ST,-73.968088,40.759231,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98230255956241 40.713453742364386),1,Manhattan,103,2,65,27,10,MN01561,NW,MADISON ST,JACKSON ST,-73.982304,40.713462,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93625756752677 40.81443972092441),1,Manhattan,111,9,70,30,13,MN01562,SE,5 AV,E 138 ST,-73.936259,40.814448,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.95083656334356 40.81043472230923),1,Manhattan,110,9,70,30,13,MN01563,NE,Frederick Douglass Blvd,W 125 ST,-73.950838,40.810443,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97382155983165 40.7437947360989),1,Manhattan,106,2,74,59,12,MN01564,SW,E 34 ST,1 AV,-73.973823,40.743803,Murray Hill-Kips Bay,AE,,2
POINT (-73.97388356036603 40.7440407362109),1,Manhattan,106,2,74,59,12,MN01565,NW,E 34 ST,1 AV,-73.973885,40.744049,Murray Hill-Kips Bay,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.92345357325787 40.79250172503896),1,Manhattan,111,8,68,29,13,MN01569,ES,MAIN ROADWAY,Opp Icahn Stadium,-73.923455,40.79251,Randall's Island,AE,,3
POINT (-74.00886254997243 40.725904741236185),1,Manhattan,102,3,66,27,10,MN01570,SE,SPRING ST,GREENWICH ST,-74.008864,40.725913,SoHo-Little Italy-Hudson Square,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.96136456062398 40.80201072473654),1,Manhattan,109,7,69,30,13,MN01571,NW,W 110 ST,MORNINGSIDE DR,-73.961366,40.802019,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9863875576329 40.71572374252401),1,Manhattan,103,1,65,27,10,MN01573,SE,GRAND ST,CLINTON ST,-73.986389,40.715732,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94510356608968 40.787220726566005),1,Manhattan,111,8,68,29,13,MN01575,NW,2 AV,E 100 ST,-73.945105,40.787229,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98203355801995 40.73185773935975),1,Manhattan,106,4,74,59,12,MN01576,SE,1 AV,E 15 ST,-73.982035,40.731866,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96318156036608 40.79395072656735),1,Manhattan,107,7,69,47,12,MN01577,SE,CENTRAL PARK WEST,W 100 ST,-73.963183,40.793959,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95116356290887 40.82055072014765),1,Manhattan,109,7,70,30,13,MN01578,SW,AMSTERDAM AV,W 138 ST,-73.951165,40.820559,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94284656413481 40.840477716221976),1,Manhattan,112,10,71,31,13,MN01579,NE,FT Washington Av,W 165 ST,-73.942848,40.840486,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97314955941928 40.75232173451026),1,Manhattan,106,4,73,28,12,MN0158,SE,3 AV,E 45 ST,-73.973151,40.75233,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98313455696015 40.739071737246775),1,Manhattan,106,2,74,59,12,MN01580,NW,3 AV,E 23 ST,-73.983136,40.73908,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98459855778923 40.71519174235661),1,Manhattan,103,1,65,27,10,MN01581,SW,Grand St,PITT ST,-73.9846,40.7152,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98901655616146 40.72316674131045),1,Manhattan,103,2,66,27,10,MN01582,NW,E HOUSTON ST,1 AV,-73.989018,40.723175,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99204855630028 40.71640574279939),1,Manhattan,103,1,65,27,10,MN01583,NW,ALLEN ST,HESTER ST,-73.99205,40.716414,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9598375598494 40.817081721498255),1,Manhattan,109,7,70,30,13,MN01584,SW,ST CLAIR PL,W 125 ST,-73.959839,40.81709,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94242756742922 40.790860725945905),1,Manhattan,111,8,68,29,13,MN01585,NW,2 AV,E 106 ST,-73.942429,40.790869,East Harlem (South),AE,,3
POINT (-73.93881656757253 40.795849724793925),1,Manhattan,111,8,68,29,13,MN01586,SW,2 AV,E 115 ST,-73.938818,40.795858,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93959756792312 40.790010725818355),1,Manhattan,111,8,68,29,13,MN01587,NE,1 AV,E 106 ST,-73.939599,40.790019,East Harlem (South),AE,,2
POINT (-73.9776005589932 40.73794973770754),1,Manhattan,106,4,74,59,12,MN01588,SE,1 AV,E 25 ST,-73.977602,40.737958,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.98543055729326 40.73185573926297),1,Manhattan,103,2,66,27,10,MN01589,NW,2 AV,E 13 ST,-73.985432,40.731864,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97176855967597 40.754204734320965),1,Manhattan,106,4,73,28,12,MN0159,NE,3 AV,E 47 ST,-73.97177,40.754213,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96900556099298 40.74972973503964),1,Manhattan,106,4,74,59,12,MN01590,NE,1 AV,E 43 ST,-73.969007,40.749738,United Nations,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98765355651823 40.72413674078503),1,Manhattan,103,2,74,27,10,MN01591,NE,1 AV,E 2 ST,-73.987655,40.724145,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99119155593556 40.71715574230734),1,Manhattan,103,1,65,27,10,MN01592,SE,ALLEN ST,GRAND ST,-73.991193,40.717164,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98205655752216 40.731827738910276),1,Manhattan,106,4,74,59,12,MN01594,SE,1 AV,E 15 ST,-73.982058,40.731836,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95172856216134 40.8268377193271),1,Manhattan,109,7,71,30,13,MN01595,SE,W 145 ST,RIVERSIDE DR,-73.95173,40.826846,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96895756074301 40.754502733972465),1,Manhattan,106,4,73,28,12,MN01596,SW,2 AV,E 50 ST,-73.968959,40.754511,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83572360197304 40.78176172371591),4,Queens,407,19,27,11,14,QN04736,NE,20 AV,132 ST,-73.835725,40.78177,College Point,AE,,2
POINT (-73.96059056254093 40.76595273134653),1,Manhattan,108,4,76,28,12,MN01597,SW,2 AV,E 68 ST,-73.960592,40.765961,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96239856314928 40.758791732831206),1,Manhattan,106,5,73,28,12,MN01598,SE,1 AV,E 58 ST,-73.9624,40.7588,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96172856223698 40.77603972966055),1,Manhattan,108,4,73,28,12,MN01599,SE,E 79 ST,MADISON AV,-73.96173,40.776048,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9715235597978 40.755379734497154),1,Manhattan,106,4,73,28,12,MN0160,NW,E 49 ST,3 AV,-73.971525,40.755388,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94226656543697 40.822569720284115),1,Manhattan,110,9,71,30,13,MN01600,SW,Frederick Douglass Blvd,W 145 ST,-73.942268,40.822578,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93803856588013 40.82835171843531),1,Manhattan,110,9,71,30,13,MN01601,SW,Frederick Douglass Blvd,W 154 ST,-73.93804,40.82836,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93986256607333 40.825856718789396),1,Manhattan,110,9,71,30,13,MN01603,SW,Frederick Douglass Blvd,W 150 ST,-73.939864,40.825865,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93796756639513 40.82804771899399),1,Manhattan,110,9,71,30,13,MN01604,NE,Frederick Douglass Blvd,W 153 ST,-73.937969,40.828056,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95362856345581 40.80138172477442),1,Manhattan,110,9,70,30,13,MN01605,NE,ADAM CLAYTON POWELL BLVD,W 113 ST,-73.95363,40.80139,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94861656415156 40.80374472411631),1,Manhattan,110,9,70,30,13,MN01607,SW,MALCOLM X BLVD,W 119 ST,-73.948618,40.803753,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95096556359734 40.805670723322066),1,Manhattan,110,9,70,30,13,MN01610,SW,ADAM CLAYTON POWELL BLVD,W 120 ST,-73.950967,40.805679,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97120955805605 40.79512472668909),1,Manhattan,107,7,69,47,12,MN01611,SE,BROADWAY,W 97 ST,-73.971211,40.795133,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95473456296861 40.800522724389914),1,Manhattan,110,9,70,30,13,MN01612,SW,ADAM CLAYTON POWELL BLVD,W 112 ST,-73.954736,40.800531,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9571635608829 40.82109572084854),1,Manhattan,109,7,70,30,13,MN01614,NE,W 135 ST,RIVERSIDE DR,-73.957165,40.821104,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99792955457899 40.71186974324553),1,Manhattan,103,1,65,27,10,MN01615,SE,MADISON ST,OLIVER ST,-73.997931,40.711878,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.0037355521622 40.70792974441447),1,Manhattan,101,1,65,27,10,MN01617,SW,PEARL ST,BEEKMAN ST,-74.003737,40.707938,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.91591657119595 40.86967271003852),1,Manhattan,112,10,72,31,13,MN01618,SE,Broadway,W 215 ST,-73.915918,40.869681,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96118256054957 40.79889072476619),1,Manhattan,107,7,69,30,13,MN01619,NE,MANHATTAN AV,W 106 ST,-73.961184,40.798899,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97965156033624 40.71433174237056),1,Manhattan,103,1,65,27,10,MN01621,NE,LEWIS ST,GRAND ST,-73.979653,40.71434,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.98543755640081 40.73542273811021),1,Manhattan,106,2,74,59,12,MN01622,NE,3 AV,E 17 ST,-73.985439,40.735431,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.985111554649 40.77872572974292),1,Manhattan,107,6,67,47,12,MN01623,NE,WEST END AV,W 70 ST,-73.985113,40.778734,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93606256737354 40.82095272014143),1,Manhattan,110,9,71,30,13,MN01624,SW,MALCOLM X BLVD,W 146 ST,-73.936064,40.820961,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.98823155663413 40.72345274115507),1,Manhattan,103,2,65,27,10,MN01625,NE,1 AV,E 1 ST,-73.988233,40.723461,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94489656516906 40.80302272394516),1,Manhattan,110,9,70,30,13,MN01626,SW,5 AV,W 120 ST,-73.944898,40.803031,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97169555755056 40.7951187263595),1,Manhattan,107,6,69,47,12,MN01627,SW,BROADWAY,W 97 ST,-73.971697,40.795127,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9624785598076 40.810241723428156),1,Manhattan,109,7,69,30,13,MN01628,SW,Broadway,W 120 ST,-73.96248,40.81025,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93487756914527 40.796504724489324),1,Manhattan,111,8,68,29,13,MN01630,SE,1 AV,E 117 ST,-73.934879,40.796513,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-74.00385655002592 40.74322573748314),1,Manhattan,104,3,75,47,12,MN01633,SW,9 AV,W 18 St,-74.003858,40.743234,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.98185255706805 40.74736473594381),1,Manhattan,106,2,73,28,12,MN01634,NW,E 34 St,Park Av,-73.981854,40.747373,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99307655292483 40.75191573532349),1,Manhattan,105,3,75,28,12,MN01636,SE,W 34 St,8 Av,-73.993078,40.751924,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98746255467415 40.749570735490494),1,Manhattan,105,4,75,28,12,MN01638,SE,W 34 St,6 Av,-73.987464,40.749579,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97694055577207 40.788377728100954),1,Manhattan,107,6,67,47,12,MN0164,SW,W 86 ST,BROADWAY,-73.976942,40.788386,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97757755874864 40.737976737651586),1,Manhattan,106,4,74,59,12,MN01641,SE,1 AV,E 25 ST,-73.977579,40.737985,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.93437856856697 40.803211723295775),1,Manhattan,111,8,68,29,13,MN01643,NW,E 125 ST,2 AV,-73.93438,40.80322,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93690856775602 40.80404172346843),1,Manhattan,111,8,68,30,13,MN01646,SE,E 125 ST,LEXINGTON AV,-73.93691,40.80405,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94385756673822 40.78420972775824),1,Manhattan,111,8,68,29,12,MN01647,NE,1 Av,E 97 St,-73.943859,40.784218,East Harlem (South),AE,,2
POINT (-73.9729885605731 40.74425573649457),1,Manhattan,106,4,74,59,12,MN01648,SE,1 AV,E 35 ST,-73.97299,40.744264,Murray Hill-Kips Bay,AE,,1
POINT (-73.98212455829238 40.731727739034994),1,Manhattan,106,4,74,59,12,MN01649,SE,1 Av,E 15 St,-73.982126,40.731736,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96716856165301 40.75996373289839),1,Manhattan,106,4,73,28,12,MN0165,SE,E 57 ST,3 AV,-73.96717,40.759972,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98214255780319 40.73170073918576),1,Manhattan,106,4,74,59,12,MN01650,SE,1 Av,E 15 St,-73.982144,40.731709,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9758055590372 40.740473737209435),1,Manhattan,106,4,74,59,12,MN01651,SE,1 Av,E 29 St,-73.975807,40.740482,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94887156609657 40.77740372851341),1,Manhattan,108,5,76,28,12,MN01653,SE,1 Av,E 87 St,-73.948873,40.777412,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93858156832407 40.79609872492952),1,Manhattan,111,8,68,29,13,MN01655,SW,2 Av,E 115 St,-73.938583,40.796107,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.96782856125945 40.760482733173696),1,Manhattan,106,4,73,28,12,MN0166,NW,E 57 ST,3 AV,-73.96783,40.760491,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93695856811233 40.804071723025075),1,Manhattan,111,8,68,30,13,MN01663,SE,E 125 St,LEXINGTON AV,-73.93696,40.80408,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94027556643906 40.80546072277716),1,Manhattan,111,9,68,30,13,MN01664,SE,E 125 St,Madison Av,-73.940277,40.805469,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94513256560545 40.80750772289124),1,Manhattan,110,9,70,30,13,MN01665,SE,W 125 St,Malcolm X Blvd,-73.945134,40.807516,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95009856346606 40.806871723325955),1,Manhattan,110,9,70,30,13,MN01667,SW,ADAM CLAYTON POWELL BLVD,W 122 St,-73.9501,40.80688,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94757156630662 40.783806727882194),1,Manhattan,108,5,68,28,12,MN01668,NW,2 Av,E 95 St,-73.947573,40.783815,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95231556300914 40.810528722434725),1,Manhattan,110,9,70,30,13,MN01671,SE,W 125 St,St Nicholas Av,-73.952317,40.810537,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96762856096643 40.76007973281882),1,Manhattan,106,4,73,28,12,MN01674,SE,3 Av,E 57 St,-73.96763,40.760088,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98792455314911 40.77484873047718),1,Manhattan,107,6,67,47,12,MN01675,NE,West End Av,W 64 St,-73.987926,40.774857,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96350856132732 40.76552173157032),1,Manhattan,108,4,73,28,12,MN0168,NE,3 AV,E 65 ST,-73.96351,40.76553,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94888656550806 40.777372729066286),1,Manhattan,108,5,76,28,12,MN01681,SE,1 Av,E 87 St,-73.948888,40.777381,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98181255661282 40.75240673477599),1,Manhattan,105,4,75,28,12,MN01685,NW,5 Av,W 40 St,-73.981814,40.752415,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9812515571657 40.75317673473112),1,Manhattan,105,4,75,28,12,MN01689,SW,5 Av,W 42 St,-73.981253,40.753185,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
